domain,BCS_x,ID,literals_x,def_x,usage_x,hypernymID_x,hypernym_literals_x,hypernym_def_x,hypernym_usage_x,Prevod literala,Prevod def,Unnamed: 0,BCS_y,literals_y,def_y,usage_y,hypernymID_y,hypernym_literals_y,hypernym_def_y,hypernym_usage_y
medicine,,ENG30-14354121-n,posthitis,inflammation of the foreskin of the penis; usually caused by bacterial infection,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14354257-n,proctitis,inflammation of the rectum; marked by bloody stools and a frequent urge to defecate; frequently associated with Crohn`s disease or ulcerative colitis,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14354462-n,prostatitis,inflammation of the prostate gland characterized by perineal pain and irregular urination and (if severe) chills and fever,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14354642-n,rachitis,inflammation of the vertebral column,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14354847-n,chorioretinitis,inflammation of the choroid layer behind the retina,-,ENG30-14354960-n,retinitis,inflammation of the retina,-,,,,,,,,,,,
medicine,,ENG30-14354960-n,retinitis,inflammation of the retina,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14355060-n,rhinitis; coryza,an inflammation of the mucous membrane lining the nose (usually associated with nasal discharge),-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14355459-n,salpingitis,inflammation of a Fallopian tube (usually the result of infection spreading from the vagina or uterus) or of a Eustachian tube,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14355643-n,scleritis,inflammation of the sclera,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14355725-n,sialadenitis,inflammation of the salivary glands,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14355819-n,splenitis,inflammation of the spleen,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14355901-n,spondylitis,inflammation of a spinal joint; characterized by pain and stiffness,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14356044-n,stomatitis,inflammation of the mucous membrane of the mouth,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14356328-n,synovitis,inflammation of the synovial membrane that lines a synovial joint; results in pain and swelling,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14356497-n,tarsitis,inflammation of the eyelid,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14356578-n,tendinitis; tendonitis,inflammation of a tendon,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14356720-n,tennis elbow; lateral epicondylitis; lateral humeral epicondylitis,painful inflammation of the tendon at the outer border of the elbow resulting from overuse of lower arm muscles (as in twisting of the hand),-,ENG30-14345304-n,epicondylitis,painful inflammation of the muscles and soft tissues around an epicondyle,-,,,,,,,,,,,
medicine,,ENG30-14356720-n,tennis elbow; lateral epicondylitis; lateral humeral epicondylitis,painful inflammation of the tendon at the outer border of the elbow resulting from overuse of lower arm muscles (as in twisting of the hand),-,ENG30-14356578-n,tendinitis; tendonitis,inflammation of a tendon,-,,,,,,,,,,,
medicine,,ENG30-14357251-n,tonsillitis,inflammation of the tonsils (especially the palatine tonsils),-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14357693-n,ulitis,inflammation of the gums,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14357770-n,ureteritis,inflammation of the ureter,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14357853-n,uveitis,inflammation of the uvea of the eye,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14357942-n,uvulitis,inflammation of the uvula,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14358335-n,vaginitis,inflammation of the vagina (usually associated with candidiasis),-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14358474-n,valvulitis,inflammation of a valve (especially of a cardiac valve as a consequence of rheumatic fever),-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14358622-n,vasculitis,inflammation of a blood vessel,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14358860-n,vesiculitis,inflammation of a seminal vesicle (usually in conjunction with prostatitis),-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14358993-n,vulvitis,inflammation of the vulva,-,ENG30-14336539-n,inflammation; redness; rubor,a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat,-,,,,,,,,,,,
medicine,,ENG30-14359816-n,meningism,symptoms that mimic those of meningitis but without inflammation of the meninges,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14360156-n,morning sickness,nausea early in the day; a characteristic symptom in the early months of pregnancy,-,ENG30-14359952-n,nausea; sickness,the state that precedes vomiting,-,,,,,,,,,,,
medicine,,ENG30-04897152-n,queasiness; squeamishness; qualm,a mild state of nausea,-,ENG30-14359952-n,nausea; sickness,the state that precedes vomiting,-,,,,,,,,,,,
medicine,,ENG30-14363785-n,callus,bony tissue formed during the healing of a fractured bone,-,ENG30-14363483-n,scar; cicatrix; cicatrice,a mark left (usually on the skin) by the healing of injured tissue,-,,,,,,,,,,,
medicine,,ENG30-14364217-n,sword-cut,a scar from a cut made by a sword,-,ENG30-14363483-n,scar; cicatrix; cicatrice,a mark left (usually on the skin) by the healing of injured tissue,-,,,,,,,,,,,
medicine,,ENG30-14364432-n,hardening,abnormal hardening or thickening of tissue,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14364566-n,callosity; callus,an area of skin that is thick or hard from continual pressure or friction (as the sole of the foot),-,ENG30-14364432-n,hardening,abnormal hardening or thickening of tissue,-,,,,,,,,,,,
medicine,,ENG30-14364802-n,corn; clavus,a hard thickening of the skin (especially on the top or sides of the toes) caused by the pressure of ill-fitting shoes,-,ENG30-14364566-n,callosity; callus,an area of skin that is thick or hard from continual pressure or friction (as the sole of the foot),-,,,,,,,,,,,
medicine,,ENG30-14364980-n,calcification,tissue hardened by deposition of lime salts,-,ENG30-14364432-n,hardening,abnormal hardening or thickening of tissue,-,,,,,,,,,,,
medicine,,ENG30-14365119-n,musca volitans; muscae volitantes; floater; spots,spots before the eyes caused by opaque cell fragments in the vitreous humor and lens,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14365619-n,hyperpyrexia,extremely high fever (especially in children),-,ENG30-14044174-n,hyperthermia; hyperthermy,abnormally high body temperature; sometimes induced (as in treating some forms of cancer),-,,,,,,,,,,,
medicine,,ENG30-14365619-n,hyperpyrexia,extremely high fever (especially in children),-,ENG30-14365356-n,fever; febrility; febricity; pyrexia; feverishness,a rise in the temperature of the body; frequently a symptom of infection,-,,,,,,,,,,,
medicine,,ENG30-14365950-n,dysplasia,abnormal development (of organs or cells) or an abnormal structure resulting from such growth,-,ENG30-14501726-n,abnormality; abnormalcy; abnormal condition,an abnormal condition,-,,,,,,,,,,,
medicine,,ENG30-14366225-n,fibrous dysplasia of bone,a disturbance in which bone that is undergoing lysis is replaced by an abnormal proliferation of fibrous tissue resulting in bone lesions or skin lesions,-,ENG30-14365950-n,dysplasia,abnormal development (of organs or cells) or an abnormal structure resulting from such growth,-,,,,,,,,,,,
medicine,,ENG30-14366486-n,-,fibrous dysplasia of bone affecting multiple bones,-,ENG30-14366225-n,fibrous dysplasia of bone,a disturbance in which bone that is undergoing lysis is replaced by an abnormal proliferation of fibrous tissue resulting in bone lesions or skin lesions,-,,,,,,,,,,,
medicine,,ENG30-14366633-n,monostotic fibrous dysplasia,fibrous dysplasia of bone confined to a single bone,-,ENG30-14366225-n,fibrous dysplasia of bone,a disturbance in which bone that is undergoing lysis is replaced by an abnormal proliferation of fibrous tissue resulting in bone lesions or skin lesions,-,,,,,,,,,,,
medicine,,ENG30-14366759-n,hypertrophy,abnormal enlargement of a body part or organ,-,ENG30-14365950-n,dysplasia,abnormal development (of organs or cells) or an abnormal structure resulting from such growth,-,,,,,,,,,,,
medicine,,ENG30-14367005-n,adenomegaly,gland enlargement,-,ENG30-14366759-n,hypertrophy,abnormal enlargement of a body part or organ,-,,,,,,,,,,,
medicine,,ENG30-14367080-n,cor pulmonale,enlargement of the right ventricle of the heart due to disease of the lungs or of the pulmonary blood vessels,-,ENG30-14366759-n,hypertrophy,abnormal enlargement of a body part or organ,-,,,,,,,,,,,
medicine,,ENG30-14367341-n,elephantiasis,hypertrophy of certain body parts (usually legs and scrotum); the end state of the disease filariasis,-,ENG30-14366759-n,hypertrophy,abnormal enlargement of a body part or organ,-,,,,,,,,,,,
medicine,,ENG30-14367556-n,elephantiasis neuromatosa,hypertrophy of a limb,-,ENG30-14367341-n,elephantiasis,hypertrophy of certain body parts (usually legs and scrotum); the end state of the disease filariasis,-,,,,,,,,,,,
medicine,,ENG30-14367649-n,elephantiasis scroti; chyloderma,swelling of the scrotum resulting from chronic lymphatic obstruction,-,ENG30-14367341-n,elephantiasis,hypertrophy of certain body parts (usually legs and scrotum); the end state of the disease filariasis,-,,,,,,,,,,,
medicine,,ENG30-14367797-n,nevoid elephantiasis; pachyderma,thickening of the skin (usually unilateral on an extremity) caused by congenital enlargement of lymph vessel and lymph vessel obstruction,-,ENG30-14151139-n,genetic disease; genetic disorder; genetic abnormality; genetic defect; congenital disease; inherited disease; inherited disorder; hereditary disease; hereditary condition,a disease or disorder that is inherited genetically,-,,,,,,,,,,,
medicine,,ENG30-14367797-n,nevoid elephantiasis; pachyderma,thickening of the skin (usually unilateral on an extremity) caused by congenital enlargement of lymph vessel and lymph vessel obstruction,-,ENG30-14367341-n,elephantiasis,hypertrophy of certain body parts (usually legs and scrotum); the end state of the disease filariasis,-,,,,,,,,,,,
medicine,,ENG30-14368192-n,splenomegaly,an abnormal enlargement of the spleen,-,ENG30-14366759-n,hypertrophy,abnormal enlargement of a body part or organ,-,,,,,,,,,,,
medicine,,ENG30-14368288-n,giantism; gigantism; overgrowth,excessive size; usually caused by excessive secretion of growth hormone from the pituitary gland,-,ENG30-14366759-n,hypertrophy,abnormal enlargement of a body part or organ,-,,,,,,,,,,,
medicine,,ENG30-14368483-n,acromegaly; acromegalia,enlargement of bones of hands and feet and face; often accompanied by headache and muscle pain and emotional disturbances; caused by overproduction of growth hormone by the anterior pituitary gland (due to a tumor),-,ENG30-14366759-n,hypertrophy,abnormal enlargement of a body part or organ,-,,,,,,,,,,,
medicine,,ENG30-14368805-n,hyperplasia,abnormal increase in number of cells,-,ENG30-14365950-n,dysplasia,abnormal development (of organs or cells) or an abnormal structure resulting from such growth,-,,,,,,,,,,,
medicine,,ENG30-14369064-n,hypoplasia,underdevelopment of an organ because of a decrease in the number of cells,-,ENG30-14365950-n,dysplasia,abnormal development (of organs or cells) or an abnormal structure resulting from such growth,-,,,,,,,,,,,
medicine,,ENG30-14369194-n,anaplasia,"loss of structural differentiation within a cell or group of cells often with increased capacity for multiplication, as in a malignant tumor",-,ENG30-14365950-n,dysplasia,abnormal development (of organs or cells) or an abnormal structure resulting from such growth,-,,,,,,,,,,,
medicine,,ENG30-14369408-n,apnea,transient cessation of respiration,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14369530-n,periodic apnea of the newborn,irregular breathing of newborns; periods of rapid breathing followed by apnea; believed to be associated with sudden infant death syndrome,-,ENG30-14369408-n,apnea,transient cessation of respiration,-,,,,,,,,,,,
medicine,,ENG30-14369744-n,dyspnea; dyspnoea,difficult or labored respiration,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14370267-n,sleep apnea,apnea that occurs during sleep,-,ENG30-14297696-n,sleep disorder,a disturbance of the normal sleep pattern,-,,,,,,,,,,,
medicine,,ENG30-14370267-n,sleep apnea,apnea that occurs during sleep,-,ENG30-14369408-n,apnea,transient cessation of respiration,-,,,,,,,,,,,
medicine,,ENG30-14370391-n,cerebral hemorrhage,bleeding from a ruptured blood vessel in the brain,-,ENG30-14288235-n,bleeding; hemorrhage; haemorrhage,flow of blood from a ruptured blood vessels,-,,,,,,,,,,,
medicine,,ENG30-14370825-n,metrorrhagia,bleeding from the uterus that is not due to menstruation; usually indicative of disease (as cervical cancer),-,ENG30-14288235-n,bleeding; hemorrhage; haemorrhage,flow of blood from a ruptured blood vessels,-,,,,,,,,,,,
medicine,,ENG30-14370992-n,nosebleed; epistaxis,bleeding from the nose,-,ENG30-14288235-n,bleeding; hemorrhage; haemorrhage,flow of blood from a ruptured blood vessels,-,,,,,,,,,,,
medicine,,ENG30-14372286-n,the shits; the trots,obscene terms for diarrhea,-,ENG30-14371913-n,diarrhea; diarrhoea; looseness of the bowels,frequent and watery bowel movements; can be a symptom of infection or food poisoning or colitis or a gastrointestinal tumor,-,,,,,,,,,,,
medicine,,ENG30-14372513-n,dizziness; giddiness; lightheadedness; vertigo,a reeling sensation; feeling about to fall,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14372738-n,anemia; anaemia,a lack of vitality,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14372855-n,wheeziness,presence of abnormal high-pitched sound heard with a stethoscope when an airway is blocked (as in asthma or chronic bronchitis),-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14373057-n,withdrawal symptom,any physical or psychological disturbance (as sweating or depression) experienced by a drug addict when deprived of the drug,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14373246-n,thrombus,a blood clot formed within a blood vessel and remaining attached to its place of origin,-,ENG30-05402091-n,clot; coagulum,a lump of material formed from the content of a liquid,-,,,,,,,,,,,
medicine,,ENG30-14373407-n,embolus,an abnormal particle (e.g. an air bubble or part of a clot) circulating in the blood,-,ENG30-05402091-n,clot; coagulum,a lump of material formed from the content of a liquid,-,,,,,,,,,,,
medicine,,ENG30-14379360-n,mental soundness; mental balance,the healthy psychological state of someone with good judgment,-,ENG30-14379130-n,mental health,the psychological state of someone who is functioning at a satisfactory level of emotional and behavioral adjustment,-,,,,,,,,,,,
medicine,,ENG30-14498096-n,dirt; filth; grime; soil; stain; grease; grunge,the state of being covered with unclean things,-,ENG30-14497763-n,dirtiness; uncleanness,the state of being unsanitary,-,,,,,,,,,,,
medicine,,ENG30-14498404-n,befoulment; defilement; pollution,the state of being polluted,-,ENG30-14497763-n,dirtiness; uncleanness,the state of being unsanitary,-,,,,,,,,,,,
medicine,,ENG30-14498843-n,griminess; grubbiness,the state of being grimy,-,ENG30-14497763-n,dirtiness; uncleanness,the state of being unsanitary,-,,,,,,,,,,,
medicine,,ENG30-14499111-n,sordidness; squalor; squalidness,sordid dirtiness,-,ENG30-14497763-n,dirtiness; uncleanness,the state of being unsanitary,-,,,,,,,,,,,
medicine,,ENG30-14498567-n,dinginess; dinge,discoloration due to dirtiness,-,ENG30-14497763-n,dirtiness; uncleanness,the state of being unsanitary,-,,,,,,,,,,,
medicine,,ENG30-14498972-n,smuttiness; sootiness,the state of being dirty with soot,-,ENG30-14497763-n,dirtiness; uncleanness,the state of being unsanitary,-,,,,,,,,,,,
medicine,,ENG30-14502896-n,atelectasis,collapse of an expanded lung (especially in infants); also failure of pulmonary alveoli to expand at birth,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14503234-n,anoxemia,abnormally low oxygen content in arterial blood,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14503528-n,coprolalia,an uncontrollable use of obscene language; often accompanied by mental disorders,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14506020-n,gynecomastia,excessive development of the breasts in males; usually the result of hormonal imbalance or treatment with certain drugs (including some antihypertensives),-,ENG30-14501726-n,abnormality; abnormalcy; abnormal condition,an abnormal condition,-,,,,,,,,,,,
medicine,,ENG30-14506233-n,cross-eye; crossed eye; convergent strabismus; esotropia,strabismus in which one or both eyes turn inward toward the nose,-,ENG30-00878328-n,strabismus; squint,abnormal alignment of one or both eyes,-,,,,,,,,,,,
medicine,,ENG30-14506403-n,dwarfism; nanism,a genetic abnormality resulting in short stature,-,ENG30-14151139-n,genetic disease; genetic disorder; genetic abnormality; genetic defect; congenital disease; inherited disease; inherited disorder; hereditary disease; hereditary condition,a disease or disorder that is inherited genetically,-,,,,,,,,,,,
medicine,,ENG30-14506533-n,pycnodysostosis,a form of dwarfism accompanied by fragile bones and bad teeth,-,ENG30-14506403-n,dwarfism; nanism,a genetic abnormality resulting in short stature,-,,,,,,,,,,,
medicine,,ENG30-14507651-n,porphyria,a genetic abnormality of metabolism causing abdominal pains and mental confusion,-,ENG30-14151139-n,genetic disease; genetic disorder; genetic abnormality; genetic defect; congenital disease; inherited disease; inherited disorder; hereditary disease; hereditary condition,a disease or disorder that is inherited genetically,-,,,,,,,,,,,
medicine,,ENG30-14510955-n,ergotism,poisoning by ingestion of ergot-infected grain products; characterized by thirst and diarrhea and nausea and craming and vomiting and abnormal cardiac rhythms; in severe cases it can cause seizures and gangrene of the limbs,-,ENG30-14509712-n,poisoning; toxic condition; intoxication,the physiological state produced by a poison or other toxic substance,-,,,,,,,,,,,
medicine,,ENG30-14527553-n,active immunity,a form of acquired immunity in which the body produces its own antibodies against disease-causing antigens,-,ENG30-14528193-n,acquired immunity,immunity to a particular disease that is not innate but has been acquired during life; immunity can be acquired by the development of antibodies after an attack of an infectious disease or by a pregnant mother passing antibodies through the placenta to a fetus or by vaccination,-,,,,,,,,,,,
medicine,,ENG30-14527721-n,passive immunity,an impermanent form of acquired immunity in which antibodies against a disease are acquired naturally (as through the placenta to an unborn child) or artificially (as by injection of antiserum),-,ENG30-14528193-n,acquired immunity,immunity to a particular disease that is not innate but has been acquired during life; immunity can be acquired by the development of antibodies after an attack of an infectious disease or by a pregnant mother passing antibodies through the placenta to a fetus or by vaccination,-,,,,,,,,,,,
medicine,,ENG30-14527977-n,autoimmunity,production of antibodies against the tissues of your own body; produces autoimmune disease or hypersensitivity reactions,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,,,,,,,,,,,
medicine,,ENG30-14528193-n,acquired immunity,immunity to a particular disease that is not innate but has been acquired during life; immunity can be acquired by the development of antibodies after an attack of an infectious disease or by a pregnant mother passing antibodies through the placenta to a fetus or by vaccination,-,ENG30-14526954-n,immunity; resistance,(medicine) the condition in which an organism can resist disease,-,,,,,,,,,,,
medicine,,ENG30-14531983-n,sensitization; sensitisation,the state of being sensitive (as to an antigen),-,ENG30-14531772-n,sensitivity; predisposition,susceptibility to a pathogen,-,,,,,,,,,,,
medicine,,ENG30-14532250-n,immediate allergy; atopy; atopic allergy; type I allergic reaction,an allergic reaction that becomes apparent in a sensitized person only minutes after contact,-,ENG30-14532816-n,allergy; allergic reaction,hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity,-,,,,,,,,,,,
medicine,,ENG30-14532458-n,serum sickness; serum disease,a delayed allergic reaction to the injection of an antiserum caused by an antibody reaction to an antigen in the donor serum,-,ENG30-14532816-n,allergy; allergic reaction,hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity,-,,,,,,,,,,,
medicine,,ENG30-14532659-n,delayed allergy; type IV allergic reaction,an allergic reaction that becomes apparent only hours after contact,-,ENG30-14532816-n,allergy; allergic reaction,hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity,-,,,,,,,,,,,
medicine,,ENG30-14532816-n,allergy; allergic reaction,hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity,-,ENG30-14533203-n,hypersensitivity reaction,an inappropriate and excessive reaction to an allergen (as pollen or dust or animal hair or certain foods); severity ranges from mild allergy to severe systemic reactions leading to anaphylactic shock,-,,,,,,,,,,,
medicine,,ENG30-14533106-n,cryesthesia; cryaesthesia,hypersensitivity to cold,-,ENG30-14533796-n,hypersensitivity,pathological sensitivity,-,,,,,,,,,,,
medicine,,ENG30-14533937-n,allergic rhinitis,rhinitis caused by an allergic reaction,-,ENG30-14355060-n,rhinitis; coryza,an inflammation of the mucous membrane lining the nose (usually associated with nasal discharge),-,,,,,,,,,,,
medicine,,ENG30-14533937-n,allergic rhinitis,rhinitis caused by an allergic reaction,-,ENG30-14533203-n,hypersensitivity reaction,an inappropriate and excessive reaction to an allergen (as pollen or dust or animal hair or certain foods); severity ranges from mild allergy to severe systemic reactions leading to anaphylactic shock,-,,,,,,,,,,,
medicine,,ENG30-14534076-n,eosinophilia,a symptom of allergic states; increased eosinophils in the blood,-,ENG30-14299637-n,symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,-,,,,,,,,,,,
medicine,,ENG30-14534199-n,hay fever; pollinosis,a seasonal rhinitis resulting from an allergic reaction to pollen,-,ENG30-14533937-n,allergic rhinitis,rhinitis caused by an allergic reaction,-,,,,,,,,,,,
medicine,,ENG30-14534333-n,diathesis,constitutional predisposition to a particular disease or abnormality,-,ENG30-14531772-n,sensitivity; predisposition,susceptibility to a pathogen,-,,,,,,,,,,,
medicine,,ENG30-15294607-n,incubation period,the period between infection and the appearance of symptoms of the disease,-,ENG30-15113229-n,time period; period of time; period,an amount of time,1 : Picasso’s blue period | 2 : a time period of 30 years | 3 : hastened the period of time of his recovery,,,,,,,,,,,
medicine,,ENG30-15296920-n,clotting time,the time it takes for a sample of blood to clot; used to diagnose some clotting disorders,-,ENG30-15113229-n,time period; period of time; period,an amount of time,1 : Picasso’s blue period | 2 : a time period of 30 years | 3 : hastened the period of time of his recovery,,,,,,,,,,,
medicine,,ENG30-14545353-n,myotonia,abnormally long muscular contractions; slow relaxation of a muscle after a contraction,-,ENG30-14544672-n,tonicity; tonus; tone,"the elastic tension of living muscles, arteries, etc. that facilitate response to stimuli",1 : the doctor tested my tonicity,,,,,,,,,,,
medicine,,ENG30-14545548-n,acromyotonia,myotonia of the extremities only; causes spastic deformity of the hand or foot,-,ENG30-14545353-n,myotonia,abnormally long muscular contractions; slow relaxation of a muscle after a contraction,-,,,,,,,,,,,
medicine,,ENG30-13923440-n,condition; shape,the state of (good) health (especially in the phrases `in condition` or `in shape` or `out of condition` or `out of shape`),-,ENG30-14049711-n,good health; healthiness,the state of being vigorous and free from bodily or mental disease,-,,,,,,,,,,,
medicine,,ENG30-14546432-n,fitness; physical fitness; good shape; good condition,good physical condition; being in shape or in condition,-,ENG30-13923440-n,condition; shape,the state of (good) health (especially in the phrases `in condition` or `in shape` or `out of condition` or `out of shape`),-,,,,,,,,,,,
medicine,,ENG30-14546596-n,fettle,a state of fitness and good health,1 : in fine fettle,ENG30-14546432-n,fitness; physical fitness; good shape; good condition,good physical condition; being in shape or in condition,-,,,,,,,,,,,
medicine,,ENG30-14547643-n,infirmity; frailty; debility; feebleness; frailness,the state of being weak in health or body (especially from old age),-,ENG30-14547369-n,unfitness; poor shape; bad condition,poor physical condition; being out of shape or out of condition,-,,,,,,,,,,,
medicine,,ENG30-14547976-n,asthenia; astheny,an abnormal loss of strength,-,ENG30-14547643-n,infirmity; frailty; debility; feebleness; frailness,the state of being weak in health or body (especially from old age),-,,,,,,,,,,,
medicine,,ENG30-14548105-n,cachexia; cachexy; wasting,any general reduction in vitality and strength of body and mind resulting from a debilitating chronic disease,-,ENG30-14547643-n,infirmity; frailty; debility; feebleness; frailness,the state of being weak in health or body (especially from old age),-,,,,,,,,,,,
medicine,,ENG30-14548913-n,disability of walking,a disability that interferes with or prevents walking,-,ENG30-14548343-n,disability; disablement; handicap; impairment,the condition of being unable to perform as a consequence of physical or mental unfitness,1 : hearing impairment | 2 : reading disability,,,,,,,,,,,
medicine,,ENG30-14549070-n,abasia,inability to walk,-,ENG30-14548913-n,disability of walking,a disability that interferes with or prevents walking,-,,,,,,,,,,,
medicine,,ENG30-14549284-n,abasia trepidans,abasia due to trembling of the legs,-,ENG30-14549070-n,abasia,inability to walk,-,,,,,,,,,,,
medicine,,ENG30-14549382-n,atactic abasia; ataxic abasia,abasia due to ataxia of the legs,-,ENG30-14549070-n,abasia,inability to walk,-,,,,,,,,,,,
medicine,,ENG30-14549491-n,choreic abasia,abasia related to abnormal movements of the legs,-,ENG30-14549070-n,abasia,inability to walk,-,,,,,,,,,,,
medicine,,ENG30-14549600-n,paralytic abasia,abasia related to paralysis of the leg muscles,-,ENG30-14549070-n,abasia,inability to walk,-,,,,,,,,,,,
medicine,,ENG30-14549709-n,paroxysmal trepidant abasia,abasia related to spasticity of the legs,-,ENG30-14549070-n,abasia,inability to walk,-,,,,,,,,,,,
medicine,,ENG30-14549823-n,spastic abasia,abasia due to spastic contractions of the leg muscles,-,ENG30-14549070-n,abasia,inability to walk,-,,,,,,,,,,,
medicine,,ENG30-14472900-n,lameness; limping; gimp; gimpiness; gameness; claudication,disability of walking due to crippling of the legs or feet,-,ENG30-14548913-n,disability of walking,a disability that interferes with or prevents walking,-,,,,,,,,,,,
