domain,BCS,ID,literals,def,usage,hypernymID,hypernym_literals,hypernym_def,hypernym_usage,Prevod literala,Prevod def
medicine,,ENG30-09793495-n,anesthesiologist; anesthetist; anaesthetist,a specialist who administers an anesthetic to a patient before he is treated,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,anesteziolog; lekar anesteziolog,Lekar specijalista koji pacijentu daje anestziju pre tretmana.
medicine,,ENG30-09793830-n,angiologist,a physician who specializes in angiology,-,ENG30-10020890-n,doctor; doc; physician; MD; Dr.; medico,a licensed medical practitioner,1 : I felt so bad I went to see my doctor,specijalista za krvne sudove,Lekar koji specijalizuje angiologiju.
medicine,,ENG30-10741493-n,urologist,a specialist in urology,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,urolog,Specijalista za urologiju.
medicine,,ENG30-09828760-n,baby doctor; pediatrician; pediatrist; paediatrician,a specialist in the care of babies,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,pedijatar; lekar pedijatar; dečiji lekar,Lekar specijalista koji leči decu.
medicine,,ENG30-10749715-n,veterinarian; veterinary; veterinary surgeon; vet,a doctor who practices veterinary medicine,-,ENG30-10020890-n,doctor; doc; physician; MD; Dr.; medico,a licensed medical practitioner,1 : I felt so bad I went to see my doctor,veterinar; stočni lekar; marveni lekar; lekar za životinje,Doktor koji praktikuje veterinu.
medicine,,ENG30-09894445-n,cardiologist; heart specialist; heart surgeon,a specialist in cardiology; a specialist in the structure and function and disorders of the heart,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,kardiolog; lekar kardiolog,"Specijalista iz blasti kardiologije; specijalista sa strukturu, funkcionisanje i poremećaje rada srca."
medicine,,ENG30-01314145-n,carrier; immune carrier,a person who has some pathogen to which he is immune but who can pass it on to others,-,ENG30-01372038-n,vector; transmitter,any agent (person or animal or microorganism) that carries and transmits a disease,1 : when medical scientists talk about vectors they are usually talking about insects | 2 : mosquitos are vectors of malaria and yellow fever | 3 : fleas are vectors of the plague | 4 : aphids are transmitters of plant diseases,nosilac; prenosilac,"Osoba koja ima neki patogen na koji je imuna, ali ga može preneti na druge"
medicine,,ENG30-01314145-n,carrier; immune carrier,a person who has some pathogen to which he is immune but who can pass it on to others,-,ENG30-10199783-n,immune,a person who is immune to a particular infection,-,nosilac; prenosilac,"Osoba koja ima neki patogen na koji je imuna, ali ga može preneti na druge"
medicine,,ENG30-09967270-n,cosmetic surgeon; plastic surgeon,a surgeon who beautifies the body (especially the face),-,ENG30-10679174-n,surgeon; operating surgeon; sawbones,a physician who specializes in surgery,-,plastični hirurg; estetski hirurg,"Hirurg koji ulepšava telo, posebno lice."
medicine,,ENG30-09970493-n,country doctor,a doctor who practices in the country (rather than in a city) usually remote from a modern hospital,1 : do country doctors still make house calls?,ENG30-10126009-n,general practitioner; GP,a physician who is not a specialist but treats all illnesses,-,seoski lekar,"Lekar koji obavlja praksu na selu, a ne u gradu, i bično dalje od udaljenih modernih bolnica."
medicine,,ENG30-10369699-n,obstetrician; accoucheur,a physician specializing in obstetrics,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,akušer; lekar akušer,Lekar specijalizovan za porođaj.
medicine,,ENG30-10377633-n,oncologist,a specialist in oncology,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,onkolog,Specijalista za onkologiju.
medicine,,ENG30-10379073-n,ophthalmologist; eye doctor; oculist,a medical doctor specializing in the treatment of diseases of the eye,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,oftalmolog; očni lekar,Lekar koji se specijalizovao za bolesti očiju.
medicine,,ENG30-10385159-n,orthopedist; orthopaedist,a specialist in correcting deformities of the skeletal system (especially in children),-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,ortoped; lekar ortoped,"Specijalista za korekciju deformiteta skeleta, posebno kod dece."
medicine,,ENG30-10405694-n,patient,a person who requires medical care,1 : the number of emergency patients has grown rapidly,ENG30-09898892-n,case,a person requiring professional services,1 : a typical case was the suburban housewife described by a marriage counselor,pacijent,osoba kojoj je potrebna medicinska nega
medicine,,ENG30-10405694-n,patient,a person who requires medical care,1 : the number of emergency patients has grown rapidly,ENG30-10595647-n,sick person; diseased person; sufferer,a person suffering from an illness,-,pacijent,osoba kojoj je potrebna medicinska nega
medicine,,ENG30-10421470-n,pharmacist; druggist; chemist; apothecary; pill pusher; pill roller,a health professional trained in the art of preparing and dispensing drugs,-,ENG30-10165109-n,health professional; health care provider; caregiver,a person who helps in identifying or preventing or treating illness or disability,-,apotekar; farmaceut; lekarnik,Zdravstveni radnik koji je obučen da priprema i izdaje lekove.
medicine,,ENG30-10421753-n,pharmacologist; pharmaceutical chemist,someone trained in the science of drugs (their composition and uses and effects),-,ENG30-10421470-n,pharmacist; druggist; chemist; apothecary; pill pusher; pill roller,a health professional trained in the art of preparing and dispensing drugs,-,farmakolog,"Neko ko je izučio nauku o lekovima - njihovom sastavu, upotrebi i efektima."
medicine,,ENG30-10488016-n,psychiatrist; head-shrinker; shrink,a physician who specializes in psychiatry,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,psihijatar; lekar za mentalne bolesti,Lekar koji je specijalizirao psihijatriju.
medicine,,ENG30-10490141-n,psychotic; psychotic person; psycho,a person afflicted with psychosis,-,ENG30-10595647-n,sick person; diseased person; sufferer,a person suffering from an illness,-,psihotičar; psihotična osoba; duševni bolesnik,osoba koja boluje od psihoze
medicine,,ENG30-10503965-n,radiographer,a person who makes radiographs,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,radiološki tehničar,Osoba koja se bavi radiografjom.
medicine,,ENG30-10504206-n,radiologist; radiotherapist,a medical specialist who uses radioactive substances and X-rays in the treatment of disease,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,radiolog,Lekar specijalista koji koristi radioaktivne supstance i X-zrake za lečenje bolesti.
medicine,,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,ENG30-05701738-n,process; unconscious process,a mental process that you are not directly aware of,1 : the process of denial,mehanizam odbrane; odbrambeni mehanizam,"učenjem stečeni nesvesni načini reagovanja na različite frustracije; na taj način ličnost pokušava da sačuva samopoštovanje, razreši tenzije i obezbedi prihvatljivo ponašanje u svojoj sredini"
medicine,,ENG30-13459322-n,defense mechanism; defense reaction; defence mechanism; defence reaction; defense; defence,(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires,-,ENG30-13542947-n,psychoanalytic process,a process that is assumed to occur in psychoanalytic theory,-,mehanizam odbrane; odbrambeni mehanizam,"učenjem stečeni nesvesni načini reagovanja na različite frustracije; na taj način ličnost pokušava da sačuva samopoštovanje, razreši tenzije i obezbedi prihvatljivo ponašanje u svojoj sredini"
medicine,,ENG30-10528023-n,rheumatologist,a physician specializing in rheumatic diseases,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,reumatolog,Lekar koji je specijalizirao reumatologiju.
medicine,,ENG30-10565197-n,scrub nurse,a nurse who helps a surgeon prepare for surgery,-,ENG30-10366966-n,nurse,one skilled in caring for young children or the sick (usually under the supervision of a physician),-,instrumentarka,Sestra koja pomaže hirurgu kod operacije.
medicine,,ENG30-13542947-n,psychoanalytic process,a process that is assumed to occur in psychoanalytic theory,-,ENG30-13493998-n,human process,a process in which human beings are involved,-,psihoanalitički proces,proces u kom se primenjuje psihoanalitička teorija.
medicine,,ENG30-10595647-n,sick person; diseased person; sufferer,a person suffering from an illness,-,ENG30-09630641-n,unfortunate; unfortunate person,a person who suffers misfortune,-,bolesnik,osoba koja pati od neke bolesti
medicine,,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,ENG30-10020890-n,doctor; doc; physician; MD; Dr.; medico,a licensed medical practitioner,1 : I felt so bad I went to see my doctor,lekar specijalista,Lekar koji je specijalizirao neku granu medicine.
medicine,,ENG30-09310806-n,inclusion body; cellular inclusion; inclusion,any small intracellular body found within another (characteristic of certain diseases),1 : an inclusion in the cytoplasm of the cell,ENG30-09224911-n,body,an individual 3-dimensional object that has mass and that is distinguishable from other objects,1 : heavenly body,obuhvatanje tela; uključivanje ćelije; uklapanje,svako malo unutarćelijsko telo koje je unutar drugog (karakteristično za određene bolesti)
medicine,,ENG30-10170681-n,hematologist; haematologist,a doctor who specializes in diseases of the blood and blood-forming organs,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,hematolog,Doktor koji je specijalizirao bolesti krvi.
medicine,,ENG30-10199783-n,immune,a person who is immune to a particular infection,-,ENG30-00007846-n,person; individual; someone; somebody; mortal; human; soul,a human being,1 : there was too much for one person to do,otporna osoba,lice koje je imuno na određenu infekciju
medicine,,ENG30-10211203-n,intern; interne; houseman; medical intern,an advanced student or graduate in medicine gaining supervised practical experience (`houseman` is a British term),-,ENG30-10020890-n,doctor; doc; physician; MD; Dr.; medico,a licensed medical practitioner,1 : I felt so bad I went to see my doctor,stažista,"Lekar početnik, ili apsolvent medicine, koji radi kao lekar pod nadzorom starijih lekara."
medicine,,ENG30-10164492-n,matron; head nurse,a woman in charge of nursing in a medical institution,-,ENG30-10366966-n,nurse,one skilled in caring for young children or the sick (usually under the supervision of a physician),-,glavna sestra,Žena koja je zadužena za negu i lečenje u medicinskoj ustanovi.
medicine,,ENG30-10164492-n,matron; head nurse,a woman in charge of nursing in a medical institution,-,ENG30-10787470-n,woman; adult female,an adult female person (as opposed to a man),1 : the woman kept house while the man hunted,glavna sestra,Žena koja je zadužena za negu i lečenje u medicinskoj ustanovi.
medicine,,ENG30-10305635-n,medical officer; medic,a medical practitioner in the armed forces,-,ENG30-10305802-n,medical practitioner; medical man,someone who practices medicine,-,vojni lekar,Lekar koji obavlja praksu u oružanim snagama.
medicine,,ENG30-10041195-n,ear doctor; ear specialist; otologist,a physician who specializes in the ear and its diseases,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,ušni lekar,Lekar koji je specijalizovan za bolesti ušiju.
medicine,,ENG30-10059323-n,ENT man; ear-nose-and-throat doctor; otolaryngologist; otorhinolaryngologist; rhinolaryngologist,a specialist in the disorders of the ear or nose or throat,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,"specijalista ORL; specijalista za uvo, grlo i nos; otorinolaringolog; otorhinolaryngologist; rhinolaryngologist","Specijalista za bolesti uva, grla i nosa."
medicine,,ENG30-10077278-n,family doctor,a general practitioner who treats all the family members,-,ENG30-10126009-n,general practitioner; GP,a physician who is not a specialist but treats all illnesses,-,porodični lekar; kućni lekar,Lekar opšte prakse koji leči sve članove porodice.
medicine,,ENG30-10096508-n,flight surgeon,a medical officer specializing in aviation medicine,-,ENG30-10305635-n,medical officer; medic,a medical practitioner in the armed forces,-,lekar vazduhoplovne medicine,Medicinski radnik koji je specijalizovao vazduhoplovnu medicinu.
medicine,,ENG30-10126009-n,general practitioner; GP,a physician who is not a specialist but treats all illnesses,-,ENG30-10020890-n,doctor; doc; physician; MD; Dr.; medico,a licensed medical practitioner,1 : I felt so bad I went to see my doctor,lekar opšte prakse; lekar opšte medicine,"Lekar koji nije specijalista za neku određenu bolest, već leči sve bolesti."
medicine,,ENG30-10128381-n,gerontologist; geriatrician,a specialist in gerontology,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,gerontolog,Specijalista za gerontologiju.
medicine,,ENG30-10154013-n,-,a specialist in gynecology,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,ginekolog,Specijalista iz ginekologije.
medicine,,ENG30-10314836-n,midwife; accoucheuse,a woman skilled in aiding the delivery of babies,-,ENG30-10366966-n,nurse,one skilled in caring for young children or the sick (usually under the supervision of a physician),-,babica,Žena koja je obučena da pomaže kod porođaja.
medicine,,ENG30-10354265-n,neurologist; brain doctor,a medical specialist in the nervous system and the disorders affecting it,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,neurolog,Lekar specijalista za rad nervnog sistema i za poremećaje koji na njega utoču.
medicine,,ENG30-10354754-n,neurosurgeon; brain surgeon,someone who does surgery on the nervous system (especially the brain),-,ENG30-10679174-n,surgeon; operating surgeon; sawbones,a physician who specializes in surgery,-,neurohirurg,Neko ko operiše nervni sistem (posebno mozak).
medicine,,ENG30-10006177-n,dermatologist; skin doctor,a doctor who specializes in the physiology and pathology of the skin,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,dermatolog; kožni lekar,Lekar koji je specijalista za fiziologiju i patologiju kože.
medicine,,ENG30-10010977-n,diabetic,someone who has diabetes,-,ENG30-10595647-n,sick person; diseased person; sufferer,a person suffering from an illness,-,dijabetičar,osoba koja boluje od dijabetesa
medicine,,ENG30-10011074-n,diagnostician; pathologist,a doctor who specializes in medical diagnosis,-,ENG30-10632576-n,specialist; medical specialist,practices one branch of medicine,-,dijagnostičar; patolog,Lekar specijalista u medicinskoj dijagnostici.
medicine,,ENG30-14050143-n,energy; vim; vitality,a healthy capacity for vigorous activity,1 : he seemed full of vim and vigor | 2 : jogging works off my excess energy,ENG30-14049711-n,good health; healthiness,the state of being vigorous and free from bodily or mental disease,-,energija; snaga; vitalnost; živahnost; živost,zdrava sposobnost za energičnu aktivnost
medicine,,ENG30-14050871-n,bloom; blush; flush; rosiness,a rosy color (especially in the cheeks) taken as a sign of good health,-,ENG30-14049711-n,good health; healthiness,the state of being vigorous and free from bodily or mental disease,-,svež izgled; rumenilo; rumen; ružičastost,roze boja koja se uzima kao znak dobrog zdravlja (naročito na obrazima)
medicine,,ENG30-14071559-n,aspergillosis,disease especially in agricultural workers caused by inhalation of Aspergillus spores causing lumps in skin and ears and respiratory organs,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,aspergiloza; Aspergillosis,"naziv za skup gljivičnih bolesti organa za disanje ljudi i životinja uzrokovanih gljivicama iz roda Aspergillus; posebno se javlja kod poljoprivrednih radnika usled udisanja Aspergillus spora koji uzrokuju grudve u koži, ušima i disajnim organima"
medicine,,ENG30-14073331-n,blackwater,any of several human or animal diseases characterized by dark urine resulting from rapid breakdown of red blood cells,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,tropska groznica,bolest kod ljudi i životinja koju karakteriše tamna boja urina usled brzog raspada crvenih krvnih zrnaca (hemolize) čime se oslobađa hemoglobin direktno u krvne sudove i mokraću što često dovodi do otkazivanja bubrega
medicine,,ENG30-14073906-n,cat scratch disease,a disease thought to be transmitted to humans by a scratch from a cat,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,bolest mačijeg ogreba; BMO; limforetikuloza,"klinički sindrom koga karakteriše uvećanje regionalnih limfnih čvorova, obično nakon kontakta sa mačkom (ogreb ili lizanje); bolest mačijeg ogreba je bakterijska infekcija koju uzrokuje intracelularna bakterija Bartonella, najčešće se javlja kod dece dve nedelje nakon kontakta sa mačkom"
medicine,,ENG30-14074041-n,complication,any disease or disorder that occurs during the course of (or because of) another disease,1 : bed sores are a common complication in cases of paralysis,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,komplikacija,svaka bolest ili poremećaj do kojih dolazi tokom (ili zbog) drugih bolesti
medicine,,ENG30-14074394-n,endemic; endemic disease,a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,endemija; endemska bolest,bolest koja je stalno prisutna u većoj ili manjoj meri u određenoj populaciji ljudi ili kod ljudi koji žive na određenom području
medicine,,ENG30-14076667-n,pycnosis; pyknosis,a degenerative state of the cell nucleus,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,piknoza; piknosis,"vrsta degeneracije jedra ćelije u kojoj u jedru nastaju promene, a hromatin se polako zgusne tako da jedro liči na grudvicu homogenog izgleda"
medicine,,ENG30-14077830-n,malaria,an infective disease caused by sporozoan parasites that are transmitted through the bite of an infected Anopheles mosquito; marked by paroxysms of chills and fever,-,ENG30-14178913-n,protozoal infection,any infection caused by a protozoan,-,malarija; barska groznica,infektivna bolest koju uzrokuje parazit koji se prenosi ujedom malaričnog komarca
medicine,,ENG30-14078120-n,Marseilles fever; Kenya fever; Indian tick fever; boutonneuse fever,a disease (common in India and around the Mediterranean area) caused by a rickettsia that is transmitted to humans by a reddish brown tick (ixodid) that lives on dogs and other mammals,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,mediteranska pegava groznica; marsejska groznica,"uzročnik marsejske groznice kao i svih ""tifusa koje prenose krpelji"" je Rickettia conorii koju kod nas na čoveka obično prenese krpelj psa Rhipicephalus sanguineus; ređe, čovek može biti inficiran utrljavanjem zaraženog sadržaja zdrobljenog krpelja u oči, nosnu sluznicu ili oštećenu kožu; mediteranska pegava groznica se javlja na evropskim, afričkim i azijskim obalama Mediterana i na obalama Crnog mora"
medicine,,ENG30-14078421-n,-,a disease of the inner ear characterized by episodes of dizziness and tinnitus and progressive hearing loss (usually unilateral),-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,Menierova bolest; Morbus Meniere,"bolest unutrašnjeg uha koja se manifestuje napadima vrtoglavice, šumovima u uhu i progeresivnim gubitkom sluha (obično jednostrano); nazvana je prema francuskom  doktoru Prosperu Menieru"
medicine,,ENG30-14080210-n,rheumatism,any painful disorder of the joints or muscles or connective tissues,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,reumatizam,"bolno oboljenje zglobova,  mišića ili vezivnog tkiva."
medicine,,ENG30-14080622-n,periodontal disease; periodontitis,a disease that attacks the gum and bone and around the teeth,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,parodontopatija; parodontoza,"progresivna i degenerativna bolest parodoncijuma (potpornog tkiva zuba), koja dovodi do klaćenja, migracije i ispadanja zuba"
medicine,,ENG30-14081941-n,seizure; ictus; raptus,a sudden occurrence (or recurrence) of a disease,1 : he suffered an epileptic seizure,ENG30-14081375-n,attack,a sudden occurrence of an uncontrollable condition,1 : an attack of diarrhea,kriza,iznenadna pojava bolesti
medicine,,ENG30-14082595-n,convulsion,violent uncontrollable contractions of muscles,-,ENG30-14081941-n,seizure; ictus; raptus,a sudden occurrence (or recurrence) of a disease,1 : he suffered an epileptic seizure,konvulzija,snažno nekontrolisano grčenje mišića
medicine,,ENG30-14084880-n,nervous disorder; neurological disorder; neurological disease,a disorder of the nervous system,-,ENG30-14052403-n,disorder; upset,condition in which there is a disturbance of normal functioning,1 : everyone gets stomach upsets from time to time | 2 : the doctor prescribed some medicine for the disorder,?nervous disorder; ?neurological disorder; ?neurological disease,?a disorder of the nervous system
medicine,,ENG30-14086143-n,epilepsy,a disorder of the central nervous system characterized by loss of consciousness and convulsions,-,ENG30-14085708-n,brain disorder; encephalopathy; brain disease,any disorder or disease of the brain,-,epilepsija,poremećaj centralnog nervnog sistema koji karakteriše gubitak svesti i konvulzije
medicine,,ENG30-14103288-n,heart disease; heart condition; cardiopathy,a disease of the heart,-,ENG30-14057371-n,cardiovascular disease,a disease of the heart or blood vessels,-,oboljenje srca; kardiopatija,oboljenje srca
medicine,,ENG30-14103510-n,high blood pressure; hypertension,a common disorder in which blood pressure remains abnormally high (a reading of 140/90 mm Hg or greater),-,ENG30-14057371-n,cardiovascular disease,a disease of the heart or blood vessels,-,visok krvni pritisak; abnormalno visok krvni pritisak; hipertenzija,čest poremećaj u kojem krvni pritisak ostaje nenormalno visok (očitavanje od 140/90 mm Hg ili više)
medicine,,ENG30-14108039-n,angina pectoris; angina,a heart condition marked by paroxysms of chest pain due to reduced oxygen to the heart,-,ENG30-14103288-n,heart disease; heart condition; cardiopathy,a disease of the heart,-,angina pectoris,srćano obljenje koje dovodi do bola u grudima usled smanjenog dotoka kiseonika do srca
medicine,,ENG30-14110674-n,cardiac arrhythmia; arrhythmia,an abnormal rate of muscle contractions in the heart,-,ENG30-14103288-n,heart disease; heart condition; cardiopathy,a disease of the heart,-,srčana aritmija; aritmija; arrhytmia,"nastaje usled poremećaja u stvaranju ili provodjenju nadražaja u srcu ili istovremeno oba poremećaja a manifestuje se kao lupanje, preskakanje srca."
medicine,,ENG30-14115914-n,lithiasis,the formation of stones (calculi) in an internal organ,-,ENG30-14204950-n,pathology,any deviation from a healthy or normal condition,-,litijaza,formiranje kamena u unutrašnjim organima
medicine,,ENG30-14116321-n,liver disease,a disease affecting the liver,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,oboljenje jetre; bolest jetre,bolest koja pogađa na jetru
medicine,,ENG30-14117805-n,diabetes,any of several metabolic disorders marked by excessive urination and persistent thirst,-,ENG30-14075199-n,polygenic disorder; polygenic disease,an inherited disease controlled by several genes at once,-,dijabetes; šećerna bolest,oboljenjee koje nastaje zbor poremećenog metabolizma šećera usled smanjenog lučenja insulina
medicine,,ENG30-14122053-n,communicable disease,a disease that can be communicated from one person to another,-,ENG30-14070360-n,disease,an impairment of health or a condition of abnormal functioning,-,prenosiva bolest,Bolest koja se prenosi sa čoveka na čoveka.
medicine,,ENG30-14122235-n,contagious disease; contagion,any disease easily transmitted by contact,-,ENG30-14122053-n,communicable disease,a disease that can be communicated from one person to another,-,prijemčiva bolest,Svaka bolest koja se prenosi kontaktom.
medicine,,ENG30-14122497-n,influenza; flu; grippe,an acute febrile highly contagious viral disease,-,ENG30-14122235-n,contagious disease; contagion,any disease easily transmitted by contact,-,grip; gripa; influenca,akutna febrilna visoko zarazna virusna bolest
medicine,,ENG30-14122497-n,influenza; flu; grippe,an acute febrile highly contagious viral disease,-,ENG30-14145095-n,respiratory disease; respiratory illness; respiratory disorder,a disease affecting the respiratory system,-,grip; gripa; influenca,akutna febrilna visoko zarazna virusna bolest
medicine,,ENG30-14123044-n,measles; rubeola; morbilli,an acute and highly contagious viral disease marked by distinct red spots followed by a rash; occurs primarily in children,-,ENG30-14122235-n,contagious disease; contagion,any disease easily transmitted by contact,-,morbile; rubeola; morbili; ospice; male boginje; mrase,"zarazna virusna, obično dečija bolest s ospomwed by a rash; occurs primarily in children"
medicine,,ENG30-14123510-n,diphtheria,acute contagious infection caused by the bacterium Corynebacterium diphtheriae; marked by the formation of a false membrane in the throat and other air passages causing difficulty in breathing,-,ENG30-14122235-n,contagious disease; contagion,any disease easily transmitted by contact,-,difterija,Akutna zarazna bolest koju izaziva bakterija Corynebacterium diphtheriae; karakteriše je formiranje membrane u grlu koja sprečava disanje.
medicine,,ENG30-14124070-n,scarlet fever; scarlatina,an acute communicable disease (usually in children) characterized by fever and a red rash,-,ENG30-14122235-n,contagious disease; contagion,any disease easily transmitted by contact,-,šarlah,"Akutna zarazna bolest, obično kod dece, koju izaziva hemolitički streptokok; karakteriše je groznica i crveni osip."
medicine,,ENG30-14124232-n,pox,a contagious disease characterized by purulent skin eruptions that may leave pock marks,-,ENG30-14122235-n,contagious disease; contagion,any disease easily transmitted by contact,-,boginje,zarazna bolest koju karakteriše pojava plikova na koži
medicine,,ENG30-14124423-n,smallpox; variola; variola major,a highly contagious viral disease characterized by fever and weakness and skin eruption with pustules that form scabs that slough off leaving scars,-,ENG30-14124232-n,pox,a contagious disease characterized by purulent skin eruptions that may leave pock marks,-,velike boginje; variola; arapske boginje; crne boginje,vrlo zarazna visrusna bolest koju karakteriše groznica i opšta slabost; na koži izbijaju plikovi koji ostavljaju trajne ožiljke
medicine,,ENG30-14126660-n,blindness; sightlessness; cecity,lack of sight,-,ENG30-14552802-n,visual impairment; visual defect; vision defect; visual disorder,impairment of the sense of sight,-,slepoća; nevidljivost; slepoća,nedostatak vizije
medicine,,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,ENG30-14122053-n,communicable disease,a disease that can be communicated from one person to another,-,infektivna bolest; zarazna bolest,Bolest koja se prenosi određenom vrstom kontakta.
medicine,,ENG30-14127782-n,AIDS; acquired immune deficiency syndrome,a serious (often fatal) disease of the immune system transmitted through blood products especially by sexual contact or contaminated needles,-,ENG30-13974317-n,immunodeficiency,immunological disorder in which some part of the body`s immune system is inadequate and resistance to infectious diseases is reduced,-,AIDS; sida,"ozbiljna, često fatalna bolest imunog sistema koja se prenosi preko krvi, najčešće preko seksualnog kontakta ili zaražene igle"
medicine,,ENG30-14127782-n,AIDS; acquired immune deficiency syndrome,a serious (often fatal) disease of the immune system transmitted through blood products especially by sexual contact or contaminated needles,-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,AIDS; sida,"ozbiljna, često fatalna bolest imunog sistema koja se prenosi preko krvi, najčešće preko seksualnog kontakta ili zaražene igle"
medicine,,ENG30-14129579-n,cholera; Asiatic cholera; Indian cholera; epidemic cholera,an acute intestinal infection caused by ingestion of contaminated water or food,-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,azijska kolera; epidemija kolere; indijska kolera; kolera,akutna crevna infekcija izazvana gutanjem kontaminirane vode ili hrane
medicine,,ENG30-14129784-n,dengue; dengue fever; dandy fever; breakbone fever,an infectious disease of the tropics transmitted by mosquitoes and characterized by rash and aching head and joints,-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,dandi groznica; dendi groznica; denga; denga groznica; groznica lomljenih kostiju; groznica lomljenja kostiju,"zarazna bolest tropskih krajeva koju prenose komarci i karakterišu je osip, bol u glavi i zglobovima"
medicine,,ENG30-14130354-n,hepatitis,inflammation of the liver caused by a virus or a toxin,-,ENG30-14116321-n,liver disease,a disease affecting the liver,-,hepatitis,zapaljenje jetre uzrokovano virusom ili toksinom
medicine,,ENG30-14130354-n,hepatitis,inflammation of the liver caused by a virus or a toxin,-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,hepatitis,zapaljenje jetre uzrokovano virusom ili toksinom
medicine,,ENG30-14132975-n,chickenpox; varicella,an acute contagious disease caused by herpes varicella zoster virus; causes a rash of vesicles on the face and body,-,ENG30-14124232-n,pox,a contagious disease characterized by purulent skin eruptions that may leave pock marks,-,ovčje boginje; srednje boginje; vodene boginje; varicella,aktuno zarazno virusno obljenje; javlja se kod dece a plikovi na koži ne ostavljaju tragove
medicine,,ENG30-14133159-n,-,a communicable disease transmitted by sexual intercourse or genital contact,-,ENG30-14122235-n,contagious disease; contagion,any disease easily transmitted by contact,-,-,zarazna bolest koja se prenosi seksualnim odnosom ili genitalnim kontaktom
medicine,,ENG30-14133985-n,syphilis; syph; pox,a common venereal disease caused by the Treponema pallidum spirochete; symptoms change through progressive stages; can be congenital (transmitted through the placenta),-,ENG30-14133159-n,-,a communicable disease transmitted by sexual intercourse or genital contact,-,sifilis; sif; siph,česta venerična bolest uzrokovana treponema pallidum spirohetom; simptomi se menjaju kroz progresivne faze; može biti urođena (prenosi se kroz placentu)
medicine,,ENG30-14135277-n,infectious mononucleosis; mononucleosis; mono; glandular fever; kissing disease,an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream; not highly contagious; some believe it can be transmitted by kissing,-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,mononukleoza; bolest poljupca,"zarazna bolest uzrokovana Epštajn-Barovim virusom; simptomi: povišena telesna temperatura, uvećani limfni čvorovi i upala grla."
medicine,,ENG30-14136187-n,tuberculoid leprosy,chronic granulomatous communicable disease occurring in tropical and subtropical regions; characterized by inflamed nodules beneath the skin and wasting of body parts; caused by the bacillus Mycobacterium leprae,-,ENG30-14127211-n,infectious disease,a disease transmitted only by a specific kind of contact,-,lepra,hronična granulomatozna zarazna bolest koja se javlja u tropskim i suptropskim regionima; karakteriše je upaljeni čvorići ispod kože i gubitak delova tela; uzrokovana bakterijom Mycobacterium leprae
